frame,class,confidence,x1,y1,x2,y2
150,No Helmet,0.2734,1202,340,1326,466
151,Helmet,0.7745,84,244,252,421
151,Helmet,0.7425,1454,293,1592,441
151,Helmet,0.6901,1201,341,1326,471
151,Helmet,0.5354,786,336,923,473
151,Helmet,0.3439,1001,375,1106,487
151,No Helmet,0.3014,1202,340,1327,469
151,Helmet,0.3002,681,213,793,361
152,Helmet,0.7865,85,243,252,419
152,Helmet,0.7615,1454,293,1593,441
152,Helmet,0.7282,1202,340,1326,471
152,Helmet,0.5979,783,335,924,468
152,Helmet,0.4564,682,212,794,358
152,Helmet,0.3393,1002,378,1107,486
153,Helmet,0.8028,1454,292,1592,442
153,Helmet,0.7554,83,246,249,421
153,Helmet,0.6616,1203,340,1327,470
153,Helmet,0.6285,781,336,922,468
153,Helmet,0.3661,682,213,793,357
153,No Helmet,0.2716,1203,339,1328,468
154,Helmet,0.8055,1453,291,1592,442
154,Helmet,0.7435,82,246,247,421
154,Helmet,0.6636,1203,338,1327,471
154,Helmet,0.6565,779,335,918,466
154,Helmet,0.3755,682,213,793,356
154,Helmet,0.2784,767,670,840,743
155,Helmet,0.8152,1454,291,1591,444
155,Helmet,0.7725,1203,338,1328,470
155,Helmet,0.7407,81,245,251,422
155,Helmet,0.6571,780,334,917,464
155,Helmet,0.2716,683,214,793,357
156,Helmet,0.8085,1455,290,1591,444
156,Helmet,0.7873,1204,338,1329,469
156,Helmet,0.7689,82,245,250,420
156,Helmet,0.6781,2411,324,2560,551
156,Helmet,0.6174,779,334,915,462
156,No Helmet,0.5874,1672,327,1783,484
156,Helmet,0.4328,682,210,793,359
157,Helmet,0.8148,1454,289,1591,445
157,Helmet,0.7805,1205,338,1330,469
157,Helmet,0.7558,83,245,251,417
157,No Helmet,0.6311,1670,326,1781,483
157,Helmet,0.6157,682,211,792,356
157,Helmet,0.5399,2373,314,2552,554
157,Helmet,0.3775,780,336,916,460
158,Helmet,0.7995,1455,289,1591,446
158,Helmet,0.7894,2341,329,2531,538
158,Helmet,0.7795,1204,338,1330,469
158,Helmet,0.7614,682,212,791,356
158,Helmet,0.6682,91,244,252,410
158,No Helmet,0.6666,1668,325,1780,483
158,Helmet,0.2615,778,340,915,460
159,Helmet,0.8646,2312,335,2528,567
159,Helmet,0.8116,683,213,791,356
159,Helmet,0.7725,1205,338,1332,468
159,Helmet,0.7557,1456,289,1592,450
159,No Helmet,0.6606,1667,326,1778,484
159,Helmet,0.6589,91,243,251,406
160,Helmet,0.778,2271,340,2485,562
160,Helmet,0.7645,1457,288,1592,451
160,Helmet,0.7626,1205,337,1331,467
160,No Helmet,0.7273,1667,328,1777,483
160,Helmet,0.7077,682,214,790,356
160,Helmet,0.5636,94,243,249,404
160,Helmet,0.4254,158,241,261,406
160,Helmet,0.3875,758,670,825,743
161,Helmet,0.8689,2238,340,2450,567
161,Helmet,0.7694,1205,338,1331,467
161,Helmet,0.7243,1457,288,1592,452
161,No Helmet,0.7051,1666,327,1776,483
161,Helmet,0.6877,681,215,788,357
161,Helmet,0.54,199,250,262,402
161,Helmet,0.4985,97,248,220,403
161,Helmet,0.3698,755,670,822,743
162,Helmet,0.8935,2195,335,2427,561
162,Helmet,0.7824,1205,338,1331,466
162,Helmet,0.7677,1457,287,1593,450
162,No Helmet,0.6423,1666,327,1776,482
162,Helmet,0.5573,681,215,789,357
162,Helmet,0.527,196,249,258,402
162,Helmet,0.5156,101,249,222,405
162,Helmet,0.2723,753,671,821,742
163,Helmet,0.8142,1458,286,1594,448
163,Helmet,0.7869,1205,338,1332,466
163,Helmet,0.7446,680,214,791,356
163,No Helmet,0.7235,1666,327,1777,483
163,Helmet,0.5433,104,247,226,402
163,Helmet,0.5107,187,246,255,398
163,Helmet,0.4809,2146,327,2362,551
163,Helmet,0.3287,1026,345,1150,470
163,No Helmet,0.3109,2147,329,2357,554
164,Helmet,0.8528,2111,324,2327,545
164,Helmet,0.8219,680,216,793,355
164,Helmet,0.7821,1206,338,1333,466
164,Helmet,0.7753,1458,287,1592,444
164,No Helmet,0.7465,1666,327,1776,483
164,Helmet,0.5255,1023,341,1152,475
164,Helmet,0.4665,100,250,237,407
164,Helmet,0.3563,143,246,250,405
165,Helmet,0.8338,2070,323,2296,542
165,Helmet,0.828,680,215,795,357
165,Helmet,0.7751,1207,338,1335,465
165,No Helmet,0.7556,1667,327,1776,483
165,Helmet,0.6668,1024,340,1154,475
165,Helmet,0.569,1458,288,1593,442
165,Helmet,0.5669,101,251,234,410
165,Helmet,0.3775,482,281,606,400
166,Helmet,0.8166,2033,321,2245,536
166,Helmet,0.7872,1020,339,1150,480
166,Helmet,0.769,1207,338,1333,465
166,Helmet,0.7633,680,216,794,357
166,No Helmet,0.7618,1667,327,1776,483
166,Helmet,0.5682,481,282,606,399
166,Helmet,0.5496,105,250,234,409
166,Helmet,0.4847,1459,289,1590,446
166,No Helmet,0.2587,2034,320,2240,539
167,Helmet,0.835,2009,320,2229,537
167,Helmet,0.7798,1025,341,1153,477
167,Helmet,0.7617,1207,338,1334,464
167,Helmet,0.7005,680,216,793,356
167,No Helmet,0.6894,1668,326,1777,484
167,Helmet,0.53,481,282,604,395
167,Helmet,0.4574,1458,288,1595,445
167,Helmet,0.4568,104,253,231,408
168,Helmet,0.8514,1983,324,2194,553
168,Helmet,0.8127,1207,339,1333,466
168,Helmet,0.7302,679,216,794,357
168,Helmet,0.6781,102,250,227,412
168,Helmet,0.672,1457,286,1596,445
168,Helmet,0.537,477,281,606,397
168,Helmet,0.3899,1023,342,1148,480
168,Helmet,0.3003,139,247,243,411
169,Helmet,0.9163,1953,330,2171,552
169,Helmet,0.8273,1207,339,1333,466
169,Helmet,0.7745,101,250,229,413
169,Helmet,0.7284,1456,285,1597,445
169,Helmet,0.6969,680,216,794,357
169,Helmet,0.5457,475,281,608,400
170,Helmet,0.891,1926,335,2122,562
170,Helmet,0.7567,1208,339,1333,466
170,Helmet,0.7326,100,249,232,413
170,Helmet,0.709,680,216,794,357
170,Helmet,0.6966,1454,285,1597,446
170,Helmet,0.5598,1021,336,1151,480
170,Helmet,0.5123,474,281,610,402
171,Helmet,0.9032,1893,335,2094,552
171,Helmet,0.7906,1208,339,1334,466
171,Helmet,0.7657,91,250,235,417
171,Helmet,0.722,1452,285,1597,446
171,Helmet,0.5951,1020,336,1150,481
171,Helmet,0.574,680,217,792,356
171,Helmet,0.4263,473,281,610,403
172,Helmet,0.9044,1868,332,2059,553
172,Helmet,0.7944,1208,339,1334,466
172,Helmet,0.7678,1451,284,1595,447
172,Helmet,0.734,96,247,237,414
172,Helmet,0.5457,1022,341,1150,479
172,Helmet,0.3246,680,217,787,354
172,Helmet,0.2671,474,282,611,402
173,Helmet,0.7826,1449,284,1594,444
173,Helmet,0.7574,1208,339,1337,464
173,Helmet,0.7341,97,251,241,411
173,Helmet,0.6409,1026,346,1149,480
173,Helmet,0.4339,1839,327,2026,507
173,Helmet,0.3556,679,217,788,355
173,Helmet,0.3264,475,282,612,401
174,Helmet,0.8094,1450,283,1592,443
174,Helmet,0.6781,1208,339,1337,463
174,Helmet,0.6594,104,251,243,406
174,Helmet,0.5397,1026,344,1152,479
174,Helmet,0.4198,1788,319,1988,503
175,Helmet,0.8306,1684,307,1956,502
175,Helmet,0.8255,1447,286,1592,454
175,Helmet,0.7008,1023,342,1153,480
175,Helmet,0.6742,1208,339,1337,463
175,Helmet,0.6119,107,250,250,400
175,Helmet,0.2678,679,218,788,355
176,Helmet,0.8429,1443,287,1591,458
176,Helmet,0.6591,1020,343,1153,479
176,Helmet,0.6471,1682,301,1922,513
176,Helmet,0.6411,1208,338,1337,463
176,Helmet,0.5845,109,250,250,400
177,Helmet,0.8428,1441,287,1592,461
177,Helmet,0.5909,114,248,254,397
177,Helmet,0.5557,1207,338,1337,464
177,Helmet,0.4384,1679,300,1893,506
177,Helmet,0.4138,1019,341,1152,478
178,Helmet,0.8482,1441,288,1591,459
178,Helmet,0.7241,116,250,258,403
178,Helmet,0.5274,1657,295,1857,515
178,Helmet,0.4029,1207,339,1337,465
178,Helmet,0.2556,462,278,628,430
179,Helmet,0.8628,1441,290,1588,455
179,Helmet,0.751,126,251,257,399
179,Helmet,0.6745,1625,295,1826,512
179,No Helmet,0.3168,1209,339,1335,467
179,Helmet,0.2926,680,217,787,351
179,Helmet,0.2908,1208,339,1337,465
